Pokemon,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2
Cofagrigus,563,Ghost,None,163,237,151,652542.8393666517,27.0,1485,ASTONISH,SHADOW_BALL,DARK_PULSE
Tirtouga,564,Water,Rock,134,146,144,991805.1487579554,50.0,1371,WATER_GUN,SURF,ANCIENT_POWER
Tirtouga (Shadow),564,Water,Rock,134,146,144,991805.1487579554,50.0,1371,WATER_GUN,SURF,ANCIENT_POWER
Carracosta,565,Water,Rock,192,197,179,468120.2922403953,23.0,1479,WATER_GUN,SURF,ANCIENT_POWER
Carracosta (Shadow),565,Water,Rock,192,197,179,468120.2922403953,23.0,1479,WATER_GUN,SURF,ANCIENT_POWER
Archen,566,Rock,Flying,213,89,146,645855.0627716425,39.0,1494,QUICK_ATTACK,DRAGON_CLAW,ANCIENT_POWER
Archen (Shadow),566,Rock,Flying,213,89,146,645855.0627716425,39.0,1494,QUICK_ATTACK,DRAGON_CLAW,ANCIENT_POWER
Archeops,567,Rock,Flying,292,139,181,243470.4066108903,18.0,1487,STEEL_WING,DRAGON_CLAW,ANCIENT_POWER
Archeops (Shadow),567,Rock,Flying,292,139,181,243470.4066108903,18.0,1487,STEEL_WING,DRAGON_CLAW,ANCIENT_POWER
Trubbish,568,Poison,None,96,122,137,564882.1391787796,50.0,876,POUND,GUNK_SHOT,SEED_BOMB
Trubbish (Shadow),568,Poison,None,96,122,137,564882.1391787796,50.0,876,POUND,GUNK_SHOT,SEED_BOMB
Garbodor,569,Poison,None,181,164,190,563364.7455382553,26.0,1482,INFESTATION,ACID_SPRAY,SEED_BOMB
Garbodor (Shadow),569,Poison,None,181,164,190,563364.7455382553,26.0,1482,INFESTATION,ACID_SPRAY,SEED_BOMB
Zorua,570,Dark,None,153,78,120,504165.92743804265,50.0,1045,SCRATCH,FOUL_PLAY,AERIAL_ACE
Zorua (Hisuian),570,Normal,Ghost,162,79,111,500116.6309620131,50.0,1071,SCRATCH,FOUL_PLAY,SHADOW_BALL
Zoroark,571,Dark,None,250,127,155,362944.2158081185,23.5,1470,SHADOW_CLAW,FOUL_PLAY,SLUDGE_BOMB
Zoroark (Hisuian),571,Normal,Ghost,261,128,146,359722.65030444966,23.5,1496,SHADOW_CLAW,FOUL_PLAY,SLUDGE_BOMB
Minccino,572,Normal,None,98,80,146,402972.24120348104,50.0,747,POUND,SWIFT,THUNDERBOLT
Cinccino,573,Normal,None,198,130,181,550675.0767411923,27.5,1490,POUND,HYPER_BEAM,THUNDERBOLT
Gothita,574,Psychic,None,98,112,128,494607.02481961506,50.0,828,POUND,PSYBEAM,PSYSHOCK
Gothita (Shadow),574,Psychic,None,98,112,128,494607.02481961506,50.0,828,POUND,PSYBEAM,PSYSHOCK
Gothorita,575,Psychic,None,137,153,155,1143799.515934491,50.0,1489,POUND,PSYBEAM,FUTURE_SIGHT
Gothorita (Shadow),575,Psychic,None,137,153,155,1143799.515934491,50.0,1489,POUND,PSYBEAM,FUTURE_SIGHT
Gothitelle,576,Psychic,None,176,205,172,551056.6933906641,25.0,1474,CHARM,ROCK_SLIDE,FUTURE_SIGHT
Gothitelle (Shadow),576,Psychic,None,176,205,172,551056.6933906641,25.0,1474,CHARM,ROCK_SLIDE,FUTURE_SIGHT
Solosis,577,Psychic,None,170,83,128,635833.1924384811,50.0,1237,HIDDEN_POWER_BUG,PSYSHOCK,NIGHT_SHADE
Solosis (Shadow),577,Psychic,None,170,83,128,635833.1924384811,50.0,1237,HIDDEN_POWER_BUG,PSYSHOCK,NIGHT_SHADE
Duosion,578,Psychic,None,208,103,163,591273.17718255,32.0,1490,HIDDEN_POWER_BUG,PSYSHOCK,NIGHT_SHADE
Duosion (Shadow),578,Psychic,None,208,103,163,591273.17718255,32.0,1490,HIDDEN_POWER_BUG,PSYSHOCK,NIGHT_SHADE
Reuniclus,579,Psychic,None,214,148,242,375182.5303630487,20.5,1481,HIDDEN_POWER_BUG,FUTURE_SIGHT,SHADOW_BALL
Reuniclus (Shadow),579,Psychic,None,214,148,242,375182.5303630487,20.5,1481,HIDDEN_POWER_BUG,FUTURE_SIGHT,SHADOW_BALL
Ducklett,580,Water,Flying,84,96,158,448553.0543963601,50.0,730,WATER_GUN,AERIAL_ACE,BUBBLE_BEAM
Ducklett (Shadow),580,Water,Flying,84,96,158,448553.0543963601,50.0,730,WATER_GUN,AERIAL_ACE,BUBBLE_BEAM
Swanna,581,Water,Flying,182,132,181,634482.9588440285,29.5,1481,WATER_GUN,ICE_BEAM,BUBBLE_BEAM
Swanna (Shadow),581,Water,Flying,182,132,181,634482.9588440285,29.5,1481,WATER_GUN,ICE_BEAM,BUBBLE_BEAM
Vanillite,582,Ice,None,118,106,113,497591.0134242774,50.0,911,POWDER_SNOW,ICY_WIND,ICE_BEAM
Vanillish,583,Ice,None,151,138,139,1019710.863804813,50.0,1476,FROST_BREATH,ICY_WIND,ICE_BEAM
Vanilluxe,584,Ice,None,218,184,174,394155.9727172635,21.5,1496,FROST_BREATH,BLIZZARD,FLASH_CANNON
Deerling,585,Normal,Grass,115,100,155,627531.817816261,50.0,1010,TACKLE,ENERGY_BALL,SEED_BOMB
Sawsbuck,586,Normal,Grass,198,146,190,517582.68255453935,25.5,1500,FEINT_ATTACK,MEGAHORN,SOLAR_BEAM
Emolga,587,Electric,Flying,158,127,146,977394.0829667501,48.5,1492,THUNDER_SHOCK,DISCHARGE,AERIAL_ACE
Karrablast,588,Bug,None,137,87,137,574865.9679706177,50.0,1056,PECK,SIGNAL_BEAM,X_SCISSOR
Karrablast (Shadow),588,Bug,None,137,87,137,574865.9679706177,50.0,1056,PECK,SIGNAL_BEAM,X_SCISSOR
Escavalier,589,Bug,Steel,223,187,172,377444.4735824579,21.0,1498,COUNTER,MEGAHORN,ACID_SPRAY
Escavalier (Shadow),589,Bug,Steel,223,187,172,377444.4735824579,21.0,1498,COUNTER,MEGAHORN,ACID_SPRAY
Foongus,590,Grass,Poison,97,91,170,528284.9764358503,50.0,851,ASTONISH,ENERGY_BALL,BODY_SLAM
Foongus (Shadow),590,Grass,Poison,97,91,170,528284.9764358503,50.0,851,ASTONISH,ENERGY_BALL,BODY_SLAM
Amoonguss,591,Grass,Poison,155,139,249,743644.1233345779,29.0,1492,ASTONISH,FOUL_PLAY,SLUDGE_BOMB
Amoonguss (Shadow),591,Grass,Poison,155,139,249,743644.1233345779,29.0,1492,ASTONISH,FOUL_PLAY,SLUDGE_BOMB
Frillish,592,Water,Ghost,115,134,146,792066.6118553116,50.0,1135,BUBBLE,NIGHT_SHADE,ICE_BEAM
Jellicent,593,Water,Ghost,159,178,225,636082.2650072577,26.0,1476,BUBBLE,SHADOW_BALL,ICE_BEAM
Alomomola,594,Water,None,138,131,338,803937.3810304499,28.5,1476,WATERFALL,HYDRO_PUMP,BLIZZARD
Joltik,595,Bug,Electric,110,98,137,519930.7940870256,50.0,899,CHARGE_BEAM,CROSS_POISON,BUG_BUZZ
Joltik (Shadow),595,Bug,Electric,110,98,137,519930.7940870256,50.0,899,CHARGE_BEAM,CROSS_POISON,BUG_BUZZ
Galvantula,596,Bug,Electric,201,128,172,552108.1503848082,28.0,1490,VOLT_SWITCH,CROSS_POISON,BUG_BUZZ
Galvantula (Shadow),596,Bug,Electric,201,128,172,552108.1503848082,28.0,1490,VOLT_SWITCH,CROSS_POISON,BUG_BUZZ
Ferroseed,597,Grass,Steel,82,155,127,568270.9870207427,50.0,812,TACKLE,GYRO_BALL,FLASH_CANNON
Ferroseed (Shadow),597,Grass,Steel,82,155,127,568270.9870207427,50.0,812,TACKLE,GYRO_BALL,FLASH_CANNON
Ferrothorn,598,Grass,Steel,158,223,179,667040.0741986365,26.5,1492,BULLET_SEED,POWER_WHIP,FLASH_CANNON
Ferrothorn (Shadow),598,Grass,Steel,158,223,179,667040.0741986365,26.5,1492,BULLET_SEED,POWER_WHIP,FLASH_CANNON
Klink,599,Steel,None,98,121,120,500955.2176604918,50.0,833,VOLT_SWITCH,VICE_GRIP,DISCHARGE
Klang,600,Steel,None,150,174,155,903591.1934379188,38.0,1494,THUNDER_SHOCK,VICE_GRIP,THUNDERBOLT
Klinklang,601,Steel,None,199,214,155,456389.379541642,23.0,1487,THUNDER_SHOCK,HYPER_BEAM,FLASH_CANNON
Tynamo,602,Electric,None,105,78,111,320046.50785895356,50.0,689,TACKLE,STRUGGLE,none
Eelektrik,603,Electric,None,156,130,163,953169.234494996,44.5,1500,ACID,CRUNCH,THUNDERBOLT
Eelektross,604,Electric,None,217,152,198,395161.0758772249,22.0,1477,ACID,CRUNCH,THUNDERBOLT
Elgyem,605,Psychic,None,148,100,146,760712.9043126939,50.0,1262,CONFUSION,PSYBEAM,DARK_PULSE
Beheeyem,606,Psychic,None,221,163,181,394515.5266549307,22.0,1490,CONFUSION,ROCK_SLIDE,DARK_PULSE
Litwick,607,Ghost,Fire,108,98,137,510477.50692180695,50.0,883,ASTONISH,FLAME_CHARGE,FLAME_BURST
Litwick (Shadow),607,Ghost,Fire,108,98,137,510477.50692180695,50.0,883,ASTONISH,FLAME_CHARGE,FLAME_BURST
Lampent,608,Ghost,Fire,169,115,155,884750.7287784044,45.0,1499,ASTONISH,ENERGY_BALL,FLAME_BURST
Lampent (Shadow),608,Ghost,Fire,169,115,155,884750.7287784044,45.0,1499,ASTONISH,ENERGY_BALL,FLAME_BURST
Chandelure,609,Ghost,Fire,271,182,155,253362.49755713405,18.0,1462,HEX,ENERGY_BALL,SHADOW_BALL
Chandelure (Shadow),609,Ghost,Fire,271,182,155,253362.49755713405,18.0,1462,HEX,ENERGY_BALL,SHADOW_BALL
Axew,610,Dragon,None,154,101,130,711855.195658253,50.0,1246,SCRATCH,DRAGON_CLAW,AQUA_TAIL
Fraxure,611,Dragon,None,212,123,165,508549.4865102468,27.5,1482,DRAGON_TAIL,DRAGON_CLAW,AQUA_TAIL
Haxorus,612,Dragon,None,284,172,183,228217.2006860981,16.5,1483,DRAGON_TAIL,DRAGON_CLAW,SURF
Cubchoo,613,Ice,None,128,74,146,486856.25876012404,50.0,939,POWDER_SNOW,ICE_PUNCH,ICY_WIND
Beartic,614,Ice,None,233,152,216,322307.3892630595,19.5,1469,POWDER_SNOW,ICE_PUNCH,SURF
Cryogonal,615,Ice,None,190,218,190,444434.98922704934,21.5,1483,ICE_SHARD,AURORA_BEAM,NIGHT_SLASH
Shelmet,616,Bug,None,72,140,137,486169.05421124474,50.0,704,ACID,BUG_BUZZ,BODY_SLAM
Shelmet (Shadow),616,Bug,None,72,140,137,486169.05421124474,50.0,704,ACID,BUG_BUZZ,BODY_SLAM
Accelgor,617,Bug,None,220,120,190,445408.84179336147,25.0,1482,ACID,BUG_BUZZ,ACID_SPRAY
Accelgor (Shadow),617,Bug,None,220,120,190,445408.84179336147,25.0,1482,ACID,BUG_BUZZ,ACID_SPRAY
Stunfisk,618,Ground,Electric,144,171,240,777544.0181499026,28.5,1483,THUNDER_SHOCK,MUD_BOMB,DISCHARGE
Stunfisk (Galarian),618,Ground,Steel,144,171,240,777544.0181499026,28.5,1483,MUD_SHOT,EARTHQUAKE,FLASH_CANNON
Mienfoo,619,Fighting,None,160,98,128,706581.4640280216,50.0,1265,LOW_KICK,BRICK_BREAK,LOW_SWEEP
Mienshao,620,Fighting,None,258,127,163,345703.79119427246,22.5,1490,LOW_KICK,BRICK_BREAK,GRASS_KNOT
Druddigon,621,Dragon,None,213,170,184,403136.38301867724,22.0,1478,DRAGON_TAIL,DRAGON_CLAW,NIGHT_SLASH
Golett,622,Ground,Ghost,127,92,153,629345.5871993686,50.0,1063,ASTONISH,SHADOW_PUNCH,BRICK_BREAK
Golett (Shadow),622,Ground,Ghost,127,92,153,629345.5871993686,50.0,1063,ASTONISH,SHADOW_PUNCH,BRICK_BREAK
Golurk,623,Ground,Ghost,222,154,205,368812.56693994836,21.0,1478,ASTONISH,SHADOW_PUNCH,DYNAMIC_PUNCH
Golurk (Shadow),623,Ground,Ghost,222,154,205,368812.56693994836,21.0,1478,ASTONISH,SHADOW_PUNCH,DYNAMIC_PUNCH
Pawniard,624,Dark,Steel,154,114,128,791118.889188517,50.0,1313,SCRATCH,NIGHT_SLASH,IRON_HEAD
Bisharp,625,Dark,Steel,232,176,163,350240.5381900641,21.0,1472,SNARL,DARK_PULSE,IRON_HEAD
Bouffalant,626,Normal,None,195,182,216,432916.6583415441,21.5,1483,ZEN_HEADBUTT,MEGAHORN,STOMP
Rufflet,627,Normal,Flying,150,97,172,881044.1106687095,50.0,1368,PECK,AERIAL_ACE,BRAVE_BIRD
Braviary,628,Normal,Flying,232,152,225,334295.9330696969,19.5,1492,STEEL_WING,HEAT_WAVE,BRAVE_BIRD
Braviary (Hisuian),628,Psychic,Flying,213,137,242,398804.5307115245,21.5,1487,ZEN_HEADBUTT,DAZZLING_GLEAM,BRAVE_BIRD
Vullaby,629,Dark,Flying,105,139,172,883768.9893614993,50.0,1146,FEINT_ATTACK,DARK_PULSE,BRAVE_BIRD
Mandibuzz,630,Dark,Flying,129,205,242,887111.5671156317,29.0,1487,SNARL,DARK_PULSE,AERIAL_ACE
Heatmor,631,Fire,None,204,129,198,491013.1894053806,25.5,1483,LICK,FLAMETHROWER,THUNDER_PUNCH
Durant,632,Bug,Steel,217,188,151,425923.41119145695,23.0,1500,BUG_BITE,X_SCISSOR,IRON_HEAD
Deino,633,Dark,Dragon,116,93,141,535508.3693323182,50.0,937,TACKLE,DRAGON_PULSE,CRUNCH
Zweilous,634,Dark,Dragon,159,135,176,862550.2590943443,38.5,1497,BITE,DRAGON_PULSE,DARK_PULSE
Hydreigon,635,Dark,Dragon,256,188,211,236404.78758004826,16.0,1455,BITE,DRAGON_PULSE,DARK_PULSE
Larvesta,636,Bug,Fire,156,107,146,857960.7972153706,50.0,1376,EMBER,FLAME_CHARGE,BUG_BUZZ
Volcarona,637,Bug,Fire,264,189,198,229988.92267309187,16.0,1458,FIRE_SPIN,OVERHEAT,BUG_BUZZ
Cobalion,638,Steel,Fighting,192,229,209,417709.4978942293,20.0,1499,METAL_CLAW,CLOSE_COMBAT,IRON_HEAD
Terrakion,639,Rock,Fighting,260,192,209,242882.8556474959,16.0,1487,SMACK_DOWN,CLOSE_COMBAT,EARTHQUAKE
Virizion,640,Grass,Fighting,192,229,209,417709.4978942293,20.0,1499,QUICK_ATTACK,CLOSE_COMBAT,LEAF_BLADE
Tornadus (Incarnate),641,Flying,None,266,164,188,271802.4007562279,18.0,1500,BITE,GRASS_KNOT,DARK_PULSE
Tornadus (Therian),641,Flying,None,238,189,188,304263.91416674934,18.5,1481,ASTONISH,HEAT_WAVE,PSYCHIC
Thundurus (Incarnate),642,Electric,Flying,266,164,188,271802.4007562279,18.0,1500,ASTONISH,CRUNCH,THUNDER
Thundurus (Therian),642,Electric,Flying,295,161,188,207865.17672753244,16.0,1465,BITE,SLUDGE_WAVE,THUNDER
Reshiram,643,Dragon,Fire,275,211,205,206133.45237701124,14.5,1480,DRAGON_BREATH,CRUNCH,OVERHEAT
Zekrom,644,Dragon,Electric,275,211,205,206133.45237701124,14.5,1480,DRAGON_BREATH,OUTRAGE,WILD_CHARGE
Landorus (Incarnate),645,Ground,Flying,261,182,205,248608.66055930403,16.5,1484,MUD_SHOT,EARTH_POWER,OUTRAGE
Landorus (Therian),645,Ground,Flying,289,179,205,203438.3437446219,15.0,1481,MUD_SHOT,EARTHQUAKE,STONE_EDGE
Kyurem,646,Dragon,Ice,246,170,245,261577.6357785781,16.5,1478,DRAGON_BREATH,DRAGON_CLAW,BLIZZARD
Kyurem (Black),646,Dragon,Ice,310,183,245,154342.52837496286,12.5,1464,DRAGON_TAIL,IRON_HEAD,BLIZZARD
Kyurem (White),646,Dragon,Ice,310,183,245,154342.52837496286,12.5,1464,DRAGON_BREATH,DRAGON_PULSE,BLIZZARD
Keldeo (Ordinary),647,Water,Fighting,260,192,209,242882.8556474959,16.0,1487,POISON_JAB,AQUA_JET,CLOSE_COMBAT
Keldeo (Resolute),647,Water,Fighting,260,192,209,242882.8556474959,16.0,1487,POISON_JAB,AQUA_JET,CLOSE_COMBAT
Meloetta (Aria),648,Normal,Psychic,250,225,225,219323.16866334307,14.5,1455,QUICK_ATTACK,PSYSHOCK,THUNDERBOLT
Meloetta (Pirouette),648,Normal,Fighting,269,188,225,218283.40717218,15.0,1481,QUICK_ATTACK,CLOSE_COMBAT,FIRE_PUNCH
Genesect,649,Bug,Steel,252,199,174,265756.4578502827,17.5,1464,METAL_CLAW,X_SCISSOR,MAGNET_BOMB
Genesect (Burn),649,Bug,Steel,252,199,174,265756.4578502827,17.5,1464,METAL_CLAW,X_SCISSOR,MAGNET_BOMB
Genesect (Chill),649,Bug,Steel,252,199,174,265756.4578502827,17.5,1464,METAL_CLAW,X_SCISSOR,MAGNET_BOMB
Genesect (Douse),649,Bug,Steel,252,199,174,265756.4578502827,17.5,1464,METAL_CLAW,X_SCISSOR,MAGNET_BOMB
Genesect (Shock),649,Bug,Steel,252,199,174,265756.4578502827,17.5,1464,METAL_CLAW,X_SCISSOR,MAGNET_BOMB
Chespin,650,Grass,None,110,106,148,607528.2509784938,50.0,972,TAKE_DOWN,GYRO_BALL,SEED_BOMB
Quilladin,651,Grass,None,146,156,156,1005720.0726938084,44.0,1495,LOW_KICK,GYRO_BALL,ENERGY_BALL
Chesnaught,652,Grass,Fighting,201,204,204,409456.8543611945,20.5,1499,LOW_KICK,GYRO_BALL,ENERGY_BALL
Fennekin,653,Fire,None,116,102,120,499856.8169471192,50.0,906,SCRATCH,PSYSHOCK,FLAMETHROWER
Braixen,654,Fire,None,171,130,153,811048.5249649,39.5,1495,SCRATCH,PSYSHOCK,FLAMETHROWER
Delphox,655,Fire,Psychic,230,189,181,331501.28580707934,19.5,1480,SCRATCH,PSYCHIC,FLAMETHROWER
Froakie,656,Water,None,122,84,121,436546.68967557146,50.0,868,POUND,WATER_PULSE,AERIAL_ACE
Frogadier,657,Water,None,168,114,144,920094.9922396519,48.5,1492,POUND,WATER_PULSE,AERIAL_ACE
Greninja,658,Water,Dark,223,152,176,412475.44565972086,23.0,1497,FEINT_ATTACK,NIGHT_SLASH,AERIAL_ACE
Bunnelby,659,Normal,None,68,72,116,199942.7267788477,50.0,438,MUD_SLAP,DIG,BULLDOZE
Bunnelby (Shadow),659,Normal,None,68,72,116,199942.7267788477,50.0,438,MUD_SLAP,DIG,BULLDOZE
Diggersby,660,Normal,Ground,112,155,198,1210099.6166863828,50.0,1385,MUD_SHOT,DIG,HYPER_BEAM
Diggersby (Shadow),660,Normal,Ground,112,155,198,1210099.6166863828,50.0,1385,MUD_SHOT,DIG,HYPER_BEAM
Fletchling,661,Normal,Flying,95,80,128,342475.7096054186,50.0,678,PECK,AERIAL_ACE,HEAT_WAVE
Fletchinder,662,Fire,Flying,145,110,158,887205.0121058958,50.0,1349,PECK,AERIAL_ACE,HEAT_WAVE
Talonflame,663,Fire,Flying,176,155,186,633063.0919947291,28.0,1493,PECK,BRAVE_BIRD,FIRE_BLAST
Scatterbug,664,Bug,None,63,63,116,162085.92373064675,50.0,380,BUG_BITE,STRUGGLE,none
Spewpa,665,Bug,None,48,89,128,192507.39887294057,50.0,361,STRUGGLE_BUG,STRUGGLE,none
Vivillon,666,Bug,Flying,176,103,190,769313.3653150642,38.0,1493,GUST,BUG_BUZZ,AERIAL_ACE
Litleo,667,Fire,Normal,139,112,158,865956.5911263063,50.0,1305,FIRE_FANG,FLAME_CHARGE,FLAMETHROWER
Pyroar,668,Fire,Normal,221,149,200,398487.0248556735,22.0,1497,FIRE_FANG,FLAME_CHARGE,SOLAR_BEAM
Flabebe,669,Fairy,None,108,120,127,579448.6224853522,50.0,941,VINE_WHIP,DAZZLING_GLEAM,PETAL_BLIZZARD
Floette,670,Fairy,None,136,151,144,1041081.0946071035,50.0,1416,VINE_WHIP,DAZZLING_GLEAM,PETAL_BLIZZARD
Florges,671,Fairy,None,212,244,186,346172.42380111327,18.5,1490,VINE_WHIP,MOONBLAST,PETAL_BLIZZARD
Skiddo,672,Grass,None,123,102,165,728778.311777427,50.0,1126,ZEN_HEADBUTT,BRICK_BREAK,ROCK_SLIDE
Gogoat,673,Grass,None,196,146,265,428251.9489321367,21.5,1479,ZEN_HEADBUTT,BRICK_BREAK,LEAF_BLADE
Pancham,674,Fighting,None,145,107,167,912167.2244718212,50.0,1368,LOW_KICK,LOW_SWEEP,CRUNCH
Pangoro,675,Fighting,Dark,226,146,216,348872.5498761032,20.5,1468,LOW_KICK,CLOSE_COMBAT,NIGHT_SLASH
Furfrou,676,Normal,None,164,167,181,687160.5186547298,29.0,1475,TAKE_DOWN,SURF,DARK_PULSE
Espurr,677,Psychic,None,120,114,158,760938.2172795394,50.0,1137,CONFUSION,PSYSHOCK,ENERGY_BALL
Meowstic (Female),678,Psychic,None,166,167,179,687854.9943170275,29.0,1485,CONFUSION,PSYCHIC,ENERGY_BALL
Meowstic (Male),678,Psychic,None,166,167,179,687854.9943170275,29.0,1485,CONFUSION,PSYCHIC,ENERGY_BALL
Honedge,679,Steel,Ghost,135,139,128,845599.5645718001,50.0,1271,TACKLE,IRON_HEAD,GYRO_BALL
Doublade,680,Steel,Ghost,188,206,153,526159.9730105493,25.0,1489,PSYCHO_CUT,IRON_HEAD,GYRO_BALL
Aegislash (Blade),681,Steel,Ghost,272,97,155,363139.6265332511,25.0,1487,PSYCHO_CUT,FLASH_CANNON,GYRO_BALL
Aegislash (Shield),681,Steel,Ghost,97,272,155,1439721.6940229766,50.0,1406,PSYCHO_CUT,FLASH_CANNON,GYRO_BALL
Spritzee,682,Fairy,None,110,113,186,813936.0516997695,50.0,1126,CHARM,DRAINING_KISS,THUNDERBOLT
Aromatisse,683,Fairy,None,173,150,226,585813.5914365007,26.0,1477,CHARM,MOONBLAST,THUNDERBOLT
Swirlix,684,Fairy,None,109,119,158,721500.7029483119,50.0,1055,TACKLE,DRAINING_KISS,ENERGY_BALL
Slurpuff,685,Fairy,None,168,163,193,659392.3123518839,28.0,1488,TACKLE,PLAY_ROUGH,ENERGY_BALL
Inkay,686,Dark,Psychic,98,95,142,465419.13817080134,50.0,803,PECK,PSYBEAM,NIGHT_SLASH
Inkay (Shadow),686,Dark,Psychic,98,95,142,465419.13817080134,50.0,803,PECK,PSYBEAM,NIGHT_SLASH
Malamar,687,Dark,Psychic,177,165,200,583446.2440671475,26.0,1491,PECK,PSYBEAM,FOUL_PLAY
Malamar (Shadow),687,Dark,Psychic,177,165,200,583446.2440671475,26.0,1491,PECK,PSYBEAM,FOUL_PLAY
Binacle,688,Rock,Water,96,120,123,498842.9085963137,50.0,823,SCRATCH,ANCIENT_POWER,CROSS_CHOP
Barbaracle,689,Rock,Water,194,205,176,453065.89325912314,22.5,1479,WATER_GUN,SKULL_BASH,CROSS_CHOP
Skrelp,690,Poison,Water,109,109,137,573033.1878059324,50.0,940,WATER_GUN,AQUA_TAIL,WATER_PULSE
Dragalge,691,Poison,Dragon,177,207,163,562780.8438925793,25.5,1479,WATER_GUN,HYDRO_PUMP,AQUA_TAIL
Clauncher,692,Water,None,108,117,137,609447.6358148104,50.0,965,WATER_GUN,WATER_PULSE,CRABHAMMER
Clawitzer,693,Water,None,221,171,174,397871.91065623186,22.0,1496,WATER_GUN,WATER_PULSE,DARK_PULSE
Helioptile,694,Electric,Normal,115,78,127,401053.5604701859,50.0,808,QUICK_ATTACK,PARABOLIC_CHARGE,BULLDOZE
Heliolisk,695,Electric,Normal,219,168,158,428721.1759016394,23.5,1496,QUICK_ATTACK,PARABOLIC_CHARGE,BULLDOZE
Tyrunt,696,Rock,Dragon,158,123,151,979028.1686410016,48.5,1493,DRAGON_TAIL,STOMP,ANCIENT_POWER
Tyrunt (Shadow),696,Rock,Dragon,158,123,151,979028.1686410016,48.5,1493,DRAGON_TAIL,STOMP,ANCIENT_POWER
Tyrantrum,697,Rock,Dragon,227,191,193,326139.1203961417,19.0,1477,DRAGON_TAIL,CRUNCH,STONE_EDGE
Tyrantrum (Shadow),697,Rock,Dragon,227,191,193,326139.1203961417,19.0,1477,DRAGON_TAIL,CRUNCH,STONE_EDGE
Amaura,698,Rock,Ice,124,109,184,875532.3922172473,50.0,1239,POWDER_SNOW,WEATHER_BALL_ICE,ANCIENT_POWER
Amaura (Shadow),698,Rock,Ice,124,109,184,875532.3922172473,50.0,1239,POWDER_SNOW,WEATHER_BALL_ICE,ANCIENT_POWER
Aurorus,699,Rock,Ice,186,163,265,453723.18240580516,21.5,1483,POWDER_SNOW,WEATHER_BALL_ICE,ANCIENT_POWER
Aurorus (Shadow),699,Rock,Ice,186,163,265,453723.18240580516,21.5,1483,POWDER_SNOW,WEATHER_BALL_ICE,ANCIENT_POWER
Sylveon,700,Fairy,None,203,205,216,378722.10312238033,19.5,1486,CHARM,MOONBLAST,DAZZLING_GLEAM
Hawlucha,701,Fighting,Flying,195,153,186,522934.2371309947,25.5,1496,LOW_KICK,FLYING_PRESS,AERIAL_ACE
Dedenne,702,Electric,Fairy,164,134,167,837926.5798642004,38.5,1499,TACKLE,DISCHARGE,PLAY_ROUGH
Carbink,703,Rock,Fairy,95,285,137,1305855.8673382392,50.0,1325,TACKLE,ROCK_SLIDE,MOONBLAST
Goomy,704,Dragon,None,101,112,128,509748.0561916441,50.0,853,WATER_GUN,DRAGON_PULSE,SLUDGE_WAVE
Sliggoo,705,Dragon,None,159,176,169,762641.8071687854,31.0,1492,WATER_GUN,DRAGON_PULSE,SLUDGE_WAVE
Goodra,706,Dragon,None,220,242,207,307707.0161139758,17.0,1493,WATER_GUN,DRACO_METEOR,SLUDGE_WAVE
Klefki,707,Steel,Fairy,160,179,149,794704.8275016533,34.0,1492,ASTONISH,FLASH_CANNON,PLAY_ROUGH
Phantump,708,Ghost,Grass,125,103,125,566582.9000269537,50.0,1001,ASTONISH,SEED_BOMB,SHADOW_BALL
Trevenant,709,Ghost,Grass,201,154,198,452008.3110414328,23.5,1471,SHADOW_CLAW,SEED_BOMB,SHADOW_BALL
Pumpkaboo (Average),710,Ghost,Grass,121,123,135,707343.6555486792,50.0,1100,ASTONISH,GRASS_KNOT,SHADOW_SNEAK
Pumpkaboo (Large),710,Ghost,Grass,120,122,144,742180.9127896375,50.0,1123,ASTONISH,GRASS_KNOT,SHADOW_SNEAK
Pumpkaboo (Small),710,Ghost,Grass,122,124,127,676381.077234445,50.0,1081,ASTONISH,GRASS_KNOT,SHADOW_SNEAK
Pumpkaboo (Super),710,Ghost,Grass,118,120,153,762712.5568934492,50.0,1128,ASTONISH,GRASS_KNOT,SHADOW_SNEAK
Gourgeist (Average),711,Ghost,Grass,175,213,163,572549.9046397526,25.5,1483,HEX,SEED_BOMB,SHADOW_BALL
Gourgeist (Large),711,Ghost,Grass,179,206,181,524324.8509461251,24.0,1480,HEX,SEED_BOMB,SHADOW_BALL
Gourgeist (Small),711,Ghost,Grass,171,219,146,646251.2327990085,27.5,1500,HEX,SEED_BOMB,SHADOW_BALL
Gourgeist (Super),711,Ghost,Grass,182,200,198,498314.5356315072,23.0,1486,HEX,SEED_BOMB,SHADOW_BALL
Bergmite,712,Ice,None,117,120,146,721649.2686858258,50.0,1093,BITE,CRUNCH,ICY_WIND
Avalugg,713,Ice,None,196,240,216,365573.66408019944,18.5,1473,BITE,CRUNCH,AVALANCHE
Avalugg (Hisuian),713,Ice,Rock,214,238,216,307166.24462908594,17.0,1471,BITE,CRUNCH,ROCK_SLIDE
Noibat,714,Flying,Dragon,83,73,120,255969.61239710913,50.0,548,WING_ATTACK,DRAGON_PULSE,AIR_CUTTER
Noivern,715,Flying,Dragon,205,175,198,429796.3739114554,22.0,1498,AIR_SLASH,DRACO_METEOR,HURRICANE
