pokemon_winner,pokemon_loser,left_pokemon_type_1,left_pokemon_type_2,left_pokemon_fast_move,left_pokemon_charge_move_1,left_pokemon_charge_move_2,left_pokemon_fast_move_type,left_pokemon_charge_move_1_type,left_pokemon_charge_move_2_type,left_pokemon_dex,left_pokemon_attack,left_pokemon_defense,left_pokemon_stamina,left_pokemon_overall,right_pokemon_type_1,right_pokemon_type_2,right_pokemon_fast_move,right_pokemon_charge_move_1,right_pokemon_charge_move_2,right_pokemon_fast_move_type,right_pokemon_charge_move_1_type,right_pokemon_charge_move_2_type,right_pokemon_dex,right_pokemon_attack,right_pokemon_defense,right_pokemon_stamina,right_pokemon_overall,winner
Bayleef,Volcanion,10,0,89,9,86,10,16,10,153,105.6,141.6,141,72.3,7,18,77,245,182,7,14,7,721,135.6,117.4,103,70.2,1
Guzzlord,Tauros (Blaze),2,3,23,38,245,3,2,14,799,113.3,65.5,266,86.3,6,7,20,95,276,6,7,10,128,127.8,123.1,111,72.9,0
Stoutland,Misdreavus,13,0,116,293,52,11,4,2,508,125.8,114.7,124,72.5,9,0,105,55,237,15,2,9,200,124.1,119.0,122,73.8,0
Leafeon,Komala,10,0,106,143,141,13,10,13,470,128.1,133.3,102,73.5,13,0,114,184,43,16,2,11,775,137.1,110.2,108,57.7,0
Infernape,Octillery,7,6,31,47,21,7,6,7,392,136.7,100.4,118,65.6,18,0,86,175,113,13,18,14,224,132.9,103.2,123,56.0,1
Qwilfish (Hisuian),Kubfu,2,14,99,13,230,14,18,9,211,129.5,111.3,120,82.3,6,0,16,47,34,6,6,6,891,136.6,95.6,125,66.9,0
Blissey,Geodude (Alolan),13,0,147,293,58,15,4,5,242,81.4,110.2,307,66.3,16,4,137,218,216,4,16,16,74,123.5,123.5,113,69.2,1
Quaquaval,Gogoat,18,6,143,47,11,8,6,18,914,137.9,97.1,121,72.4,10,0,136,143,34,10,10,6,673,119.2,95.0,165,82.2,0
Tyrantrum,Tauros (Combat),16,3,23,156,52,3,16,2,697,130.2,113.4,116,66.2,6,0,20,47,276,6,6,10,128,127.8,123.1,111,76.1,1
Rapidash,Dugtrio,7,0,77,95,293,7,7,4,78,134.7,110.9,111,77.9,11,0,95,166,253,11,11,16,51,136.4,120.5,99,76.4,0
Naganadel,Scrafty,14,3,97,71,245,14,3,14,804,149.2,97.2,103,72.6,2,6,16,104,270,6,2,4,560,110.4,155.4,117,79.7,0
Persian (Alolan),Magnemite,2,0,29,104,187,2,2,5,53,123.0,113.2,131,61.7,4,17,137,153,62,4,17,4,81,148.7,113.4,89,75.9,0
Sableye,Jumpluff,2,9,119,104,191,9,2,16,302,121.0,123.5,124,88.9,10,8,28,4,86,5,8,10,189,97.0,153.5,155,87.5,0
Maractus,Seviper,10,0,11,4,186,10,8,10,556,136.8,93.6,128,56.5,14,0,97,188,295,14,14,13,336,138.8,89.5,130,71.2,1
Snover,Tangela,10,12,102,131,86,12,12,10,459,109.2,100.8,142,58.5,10,0,136,111,245,10,10,14,114,125.0,121.7,117,65.6,1
Tauros,Thundurus (Incarnate),13,0,130,276,122,13,10,13,128,125.1,118.9,120,66.4,4,8,134,270,52,4,4,2,642,147.6,97.1,106,75.8,1
Manectric,Krabby,4,0,133,201,293,4,15,4,310,142.5,91.3,120,73.0,18,0,7,211,285,18,18,18,98,148.1,110.4,92,58.2,0
Simisear,Mienshao,7,0,31,52,97,7,2,7,514,136.6,94.5,126,63.6,6,0,32,34,38,6,6,2,620,156.5,84.8,106,75.8,0
Yanmega,Castform (Rainy),1,8,8,4,9,1,8,16,469,137.3,98.3,121,67.3,18,0,139,292,267,18,18,4,351,113.4,119.6,146,81.7,1
Lucario,Hariyama,6,17,32,270,230,6,4,9,448,145.8,95.6,110,77.9,6,0,32,282,117,6,6,17,297,125.6,75.5,186,79.9,1
Glalie,Piplup,12,0,114,19,230,16,12,9,362,115.2,120.1,140,82.0,18,0,7,78,137,18,8,12,393,106.7,98.3,131,56.6,0
Barbaracle,Escavalier,16,18,36,49,253,1,6,16,689,120.4,133.1,115,84.2,1,17,8,79,211,1,11,18,589,133.9,116.8,107,77.1,1
Graveler,Aerodactyl,16,11,95,253,60,11,16,11,75,122.9,127.3,117,67.1,16,8,112,216,82,16,16,11,142,135.0,103.9,118,65.3,0
Thievul,Charmeleon,2,0,129,172,187,2,2,5,828,121.7,123.1,123,84.6,7,0,25,92,213,7,7,13,5,127.1,109.1,127,70.9,1
Zweilous,Koffing,2,3,21,55,26,3,2,13,634,121.0,109.2,140,82.6,14,0,79,244,55,1,14,2,109,112.6,131.1,113,57.8,1
Raikou,Regirock,4,0,134,293,230,4,4,9,243,130.9,110.1,118,79.4,16,0,86,253,103,13,16,6,377,103.7,180.2,115,84.8,1
Pumpkaboo (Super),Growlithe (Hisuian),9,10,4,111,104,9,10,2,710,111.8,113.4,141,80.8,7,16,25,216,97,7,16,7,58,131.9,89.9,142,68.2,0
Guzzlord,Diggersby,2,3,23,38,245,3,2,14,799,113.3,65.5,266,86.3,13,11,106,92,226,13,7,11,660,96.3,141.2,171,93.6,0
Vanillish,Deoxys (Defense),12,0,4,137,238,9,12,1,583,124.1,119.3,122,69.9,15,0,16,204,273,6,15,4,386,101.0,221.5,98,75.5,0
Oinkologne,Hitmonlee,13,0,130,26,276,13,13,10,916,118.1,102.8,156,73.2,6,0,20,47,23,6,6,7,106,142.5,121.4,91,70.3,1
Luxio,Drifloon,4,0,124,293,52,4,4,2,404,134.1,91.1,137,65.8,9,8,40,137,230,9,12,9,425,110.9,79.8,186,79.4,0
Munchlax,Houndstone,13,0,130,26,43,13,13,11,446,104.0,95.2,218,76.9,9,0,84,201,230,9,15,9,972,121.0,131.2,117,74.2,0
Aurorus,Gourgeist (Average),16,12,102,289,156,12,12,16,699,114.1,105.7,163,87.9,9,10,40,230,227,9,9,10,711,116.6,147.0,112,80.6,1
Rotom (Wash),Gligar,4,18,134,273,127,4,4,18,479,129.2,143.2,93,64.3,11,8,36,4,60,1,8,11,207,108.0,146.2,130,92.3,0
Jolteon,Blissey,4,0,134,62,141,4,4,13,135,138.6,113.0,103,68.8,13,0,147,293,58,15,4,5,242,81.4,110.2,307,66.3,1
Karrablast,Murkrow,1,0,36,296,79,1,1,11,588,127.7,85.7,127,71.4,2,8,29,78,104,2,8,2,198,143.5,80.9,134,62.5,0
Flaaffy,Machop,4,0,13,276,62,4,10,4,180,121.9,99.8,151,59.2,6,0,81,49,213,6,6,13,66,127.7,81.5,157,78.5,0
Illumise,Stunfisk,1,0,130,240,58,13,1,5,314,111.1,136.8,132,58.5,11,4,134,166,62,4,11,4,618,101.8,127.9,169,91.3,1
Dustox,Furret,1,14,15,245,240,15,14,1,269,95.0,148.7,142,64.5,13,0,129,262,276,2,13,10,162,116.1,105.4,158,89.5,0
Blastoise,Shaymin (Land),18,0,114,125,241,16,18,13,9,111.5,140.7,127,87.0,10,0,89,111,228,10,10,10,492,117.9,122.3,131,64.6,1
Crustle,Grotle,1,16,36,296,216,1,1,16,558,120.9,134.1,114,81.9,10,0,108,26,86,10,13,10,388,118.3,116.1,138,67.8,0
Mamoswine,Golduck,12,11,102,135,118,12,12,11,473,136.2,87.4,137,76.7,18,0,139,49,146,18,6,18,55,125.5,112.2,127,73.0,1
Abomasnow,Pumpkaboo (Large),10,12,102,137,86,12,12,10,460,117.9,111.4,143,80.7,9,10,4,111,104,9,10,2,710,113.4,115.1,133,78.7,0
Sandygast,Shellos,9,11,4,226,230,9,11,9,769,113.4,111.8,135,69.4,18,0,95,166,26,11,11,13,422,99.2,100.8,166,68.4,0
Garchomp,Mamoswine,3,11,23,223,180,3,11,3,445,132.5,102.5,124,67.0,12,11,102,135,118,12,12,11,473,136.2,87.4,137,76.7,0
Aerodactyl,Ninetales,16,8,112,216,82,16,16,11,142,135.0,103.9,118,65.3,7,0,25,287,182,7,7,7,38,115.1,133.6,126,84.8,0
Vigoroth,Beheeyem,13,0,16,26,216,6,13,16,288,117.7,112.7,144,71.7,15,0,15,216,55,15,16,2,606,134.4,105.7,116,55.2,0
Reuniclus,Graveler,15,0,49,205,230,6,15,9,579,127.6,93.7,147,51.1,16,11,95,253,60,11,16,11,75,122.9,127.3,117,67.1,0
Swampert,Bewear,18,11,93,125,244,11,18,14,260,123.0,108.6,136,86.4,13,6,119,258,251,9,6,13,760,130.4,85.6,154,78.6,1
Bellossom,Skarmory,10,0,1,143,58,14,10,5,182,115.7,132.9,126,83.3,17,8,126,31,242,17,8,8,227,106.2,163.1,122,82.9,0
Zoroark,Incineroar,2,0,119,104,245,9,2,14,571,157.9,86.9,103,67.0,7,2,123,57,21,2,2,7,727,125.8,106.9,132,74.8,1
Crawdaunt,Dolliv,18,2,123,172,224,2,2,18,342,144.5,96.9,110,71.1,10,13,89,82,276,10,11,10,929,119.3,121.8,129,71.8,0
Victini,Vigoroth,15,7,106,283,200,13,7,15,494,120.5,119.4,129,73.4,13,0,16,26,216,6,13,16,288,117.7,112.7,144,71.7,1
Eevee,Anorith,13,0,106,262,60,13,13,11,133,100.0,108.4,135,59.4,16,1,128,11,9,1,18,16,347,147.0,92.1,113,44.7,1
Girafarig,Corphish,13,15,15,201,276,15,15,10,203,129.1,102.7,129,75.1,18,0,7,11,211,18,18,18,341,131.1,95.8,117,61.4,0
Watchog,Dachsbun,13,0,5,52,130,2,2,13,505,126.4,113.2,124,57.2,5,0,14,201,26,5,15,13,927,113.1,156.9,111,85.3,1
Crustle,Grumpig,1,16,36,296,216,1,1,16,558,120.9,134.1,114,81.9,15,0,105,81,230,15,6,9,326,114.5,128.3,133,88.9,0
Lanturn,Bombirdier,18,4,139,260,273,18,18,4,171,104.8,104.8,194,85.1,8,2,129,101,218,2,8,16,962,128.0,115.3,118,80.9,0
Zoroark,Empoleon,2,0,119,104,245,9,2,14,571,157.9,86.9,103,67.0,18,17,91,125,78,17,18,8,395,125.8,115.9,122,80.1,0
Kartana,Kingler,10,17,108,143,172,10,10,2,798,170.7,98.8,78,68.2,18,0,7,48,296,18,18,1,99,143.9,115.0,93,62.7,0
Haunter,Kecleon,9,14,119,235,133,9,9,12,93,161.2,85.5,100,80.3,13,0,129,4,131,2,8,12,352,115.6,142.2,117,75.9,1
Roserade,Barbaracle,10,14,99,287,144,14,7,10,407,143.1,114.9,95,80.4,16,18,36,49,253,1,6,16,689,120.4,133.1,115,84.2,1
Samurott (Hisuian),Venomoth,18,2,36,55,137,1,2,12,503,133.2,95.6,132,80.5,1,14,105,188,41,15,14,1,49,128.2,104.4,131,79.9,1
Golbat,Pumpkaboo (Super),14,8,143,188,230,8,14,9,42,118.7,113.7,140,75.5,9,10,4,111,104,9,10,2,710,111.8,113.4,141,80.8,1
Mismagius,Mamoswine,9,0,40,230,55,9,9,2,429,133.8,120.8,104,68.2,12,11,102,135,118,12,12,11,473,136.2,87.4,137,76.7,1
Cubone,Mantine,11,0,95,28,213,11,11,13,104,88.2,133.6,127,69.8,18,8,143,4,131,8,8,12,226,106.2,163.1,122,81.1,0
Bastiodon,Tsareena,16,17,121,253,97,16,16,7,411,81.1,246.7,138,89.2,10,0,89,279,120,10,12,6,763,131.6,119.9,108,64.6,0
Ursaluna,Breloom,11,13,130,262,118,13,13,11,901,126.2,97.2,145,67.5,10,6,32,81,111,6,6,10,286,150.6,97.3,101,66.4,1
Farfetch'd (Galarian),Sigilyph,6,0,36,143,31,1,10,8,83,137.9,97.8,120,83.9,15,8,3,7,9,8,8,16,561,131.6,114.0,114,61.8,1
Geodude,Cubone,16,11,112,218,216,16,16,16,74,123.5,123.5,113,66.0,11,0,95,28,213,11,11,13,104,88.2,133.6,127,69.8,0
Arcanine,Zapdos,7,0,30,293,201,7,4,15,59,132.7,104.0,122,78.5,4,8,134,78,273,4,8,4,145,136.2,104.7,115,84.1,1
Pidgeot,Scizor,13,8,38,7,31,8,8,8,18,117.2,113.8,143,79.0,1,17,10,172,276,17,2,10,212,137.9,110.3,106,87.2,0
Throh,Geodude (Alolan),6,0,87,26,34,6,13,6,538,110.3,107.8,170,52.4,16,4,137,218,216,4,16,16,74,123.5,123.5,113,69.2,1
Darmanitan (Galarian),Boltund,12,0,74,19,258,12,12,6,555,151.3,71.4,137,62.7,4,0,124,52,267,4,2,4,836,136.3,97.5,123,58.4,0
Dragonite,Lurantis,3,8,21,71,258,3,3,6,149,135.8,108.4,111,82.7,10,0,36,143,258,1,10,6,754,126.9,114.6,121,86.5,1
Palossand,Deoxys (Defense),9,11,4,226,230,9,11,9,770,116.6,120.4,136,75.6,15,0,16,204,273,6,15,4,386,101.0,221.5,98,75.5,1
Oranguru,Cherrim (Overcast),13,15,15,38,276,15,2,10,765,110.9,131.2,139,81.1,10,0,11,58,248,10,5,10,421,122.9,115.2,129,53.0,1
Bombirdier,Drifblim,8,2,129,101,218,2,8,16,962,128.0,115.3,118,80.9,9,8,40,137,230,9,12,9,426,119.8,75.0,208,87.4,0
Braviary (Hisuian),Salamence,15,8,3,31,101,8,8,8,628,128.6,89.1,151,58.5,3,8,23,101,180,3,8,3,373,142.9,92.6,117,69.9,0
Dodrio,Mr. Mime (Galarian),13,8,126,31,78,17,8,8,85,144.4,99.1,108,58.5,12,15,15,133,279,15,12,12,122,131.2,127.7,102,57.9,1
Aggron,Rayquaza,17,16,92,218,267,17,16,4,306,116.1,154.0,107,80.8,3,8,23,32,69,3,3,8,384,146.5,92.0,113,72.9,1
Carbink,Slurpuff,16,5,112,191,164,16,16,5,703,84.9,247.9,126,90.3,5,0,28,187,86,5,5,10,685,117.4,118.1,138,73.6,1
Trevenant,Castform (Rainy),9,10,119,227,230,9,10,9,709,127.8,104.6,131,81.0,18,0,139,292,267,18,18,4,351,113.4,119.6,146,81.7,0
Sceptile,Arctibax,10,0,36,105,32,1,10,3,254,136.9,108.5,110,77.3,3,12,21,19,71,3,12,3,997,123.1,97.7,151,82.5,0
Gourgeist (Large),Tyranitar,9,10,40,230,227,9,9,10,711,116.6,136.9,121,81.1,16,2,121,38,253,16,2,16,248,130.2,109.4,121,63.9,0
Dragapult,Aromatisse,3,9,4,32,230,9,3,9,887,143.6,97.3,112,81.2,5,0,14,164,273,5,5,4,683,116.5,108.0,153,77.8,1
Pignite,Zygarde (50% Forme),7,6,25,218,95,7,16,7,499,128.4,84.2,161,71.8,3,11,23,52,84,3,2,11,718,114.1,128.3,133,75.6,0
Piplup,Vibrava,18,0,7,78,137,18,8,12,393,106.7,98.3,131,56.6,11,3,21,223,41,3,11,1,329,125.2,95.8,127,67.7,1
Bellibolt,Greninja,4,0,129,297,183,2,4,4,939,115.1,107.7,156,88.7,18,2,141,125,172,18,18,2,658,139.6,101.6,113,86.3,1
Audino,Arboliva,13,0,147,26,61,15,13,5,531,92.6,138.1,189,54.2,10,13,89,82,276,10,11,10,930,129.9,115.5,115,67.1,1
Armarouge,Slowpoke (Galarian),7,15,77,205,95,7,15,7,936,133.6,110.6,114,85.9,15,0,15,205,260,15,15,18,79,104.2,95.0,186,65.5,1
Arctibax,Elgyem,3,12,21,19,71,3,12,3,997,123.1,97.7,151,82.5,15,0,15,55,200,15,2,15,605,134.0,94.7,132,54.6,1
Dhelmise,Popplio,9,10,119,192,295,9,10,13,781,139.8,109.3,105,75.2,18,0,139,13,11,18,18,18,728,113.4,99.2,127,63.3,0
Avalugg (Hisuian),Dragapult,12,16,102,216,137,12,16,12,713,117.0,134.7,121,76.3,3,9,4,32,230,9,3,9,887,143.6,97.3,112,81.2,0
Slowking,Duosion,18,15,139,260,200,18,18,15,199,113.4,120.9,143,67.2,15,0,65,205,171,15,15,9,578,149.2,82.7,121,46.4,1
Raticate (Alolan),Solosis,2,13,106,52,213,13,2,13,20,107.5,130.7,148,78.8,15,0,65,205,171,15,15,9,577,152.9,79.8,120,46.2,1
Samurott,Oinkologne (Female),18,0,36,125,154,1,18,1,503,129.0,102.2,132,92.3,13,0,130,26,276,13,13,10,916,110.9,110.3,166,78.7,1
Weezing,Geodude (Alolan),14,0,114,245,230,16,14,9,110,117.0,138.9,117,71.7,16,4,137,218,216,4,16,16,74,123.5,123.5,113,69.2,0
Cherrim (Overcast),Bulbasaur,10,0,11,58,248,10,5,10,421,122.9,115.2,129,53.0,10,14,136,192,245,10,10,14,1,111.8,105.9,120,58.7,0
Shaymin (Land),Uxie,10,0,89,111,228,10,10,10,492,117.9,122.3,131,64.6,15,0,15,262,109,15,13,15,480,102.0,176.8,122,73.4,0
Maractus,Graveler (Alolan),10,0,11,4,186,10,8,10,556,136.8,93.6,128,56.5,16,4,137,253,215,4,16,16,75,122.9,127.3,117,74.5,0
Croconaw,Rotom (Wash),18,0,139,133,52,18,12,2,159,118.8,118.8,134,70.8,4,18,134,273,127,4,4,18,479,129.2,143.2,93,64.3,0
Fuecoco,Persian,7,0,77,52,97,7,2,7,909,106.7,93.3,152,64.5,13,0,29,172,191,2,2,16,53,118.9,115.9,136,61.3,0
Trevenant,Runerigus,9,10,119,227,230,9,10,9,709,127.8,104.6,131,81.0,11,9,119,218,230,9,16,9,867,112.2,168.3,106,89.2,1
Luxio,Tyrantrum,4,0,124,293,52,4,4,2,404,134.1,91.1,137,65.8,16,3,23,156,52,3,16,2,697,130.2,113.4,116,66.2,1
Sandshrew (Alolan),Lycanroc (Dusk),12,17,102,172,24,12,2,12,27,117.6,121.0,127,75.8,16,0,129,253,276,2,16,10,745,145.2,92.5,115,63.9,0
Skorupi,Centiskorch,14,1,99,13,51,14,18,14,451,90.8,139.5,113,61.7,7,1,25,148,52,7,1,2,851,129.3,98.3,136,76.8,1
Golduck,Exeggutor (Alolan),18,0,139,49,146,18,6,18,55,125.5,112.2,127,73.0,10,3,23,227,67,3,10,3,103,134.4,94.2,131,63.6,1
Tornadus (Incarnate),Thundurus (Incarnate),8,0,3,111,123,8,10,8,641,147.6,97.1,106,48.6,4,8,134,270,52,4,4,2,642,147.6,97.1,106,75.8,1
Komala,Meowscarada,13,0,114,184,43,16,2,11,775,137.1,110.2,108,57.7,10,2,83,172,105,10,2,10,908,141.6,95.0,118,72.1,0
Alomomola,Castform,18,0,142,127,24,18,18,12,594,96.7,98.8,240,73.9,13,0,40,291,86,9,16,10,351,113.4,119.6,146,80.6,0
Krokorok,Oricorio (Pa'u),11,2,95,52,84,11,2,11,552,133.6,87.4,142,71.9,15,8,3,7,4,8,8,8,741,130.9,101.4,128,61.2,0
Boltund,Zapdos (Galarian),4,0,124,52,267,4,2,4,836,136.3,97.5,123,58.4,6,8,16,101,31,6,8,8,145,135.2,106.2,115,69.6,0
Murkrow,Swadloon,2,8,29,78,104,2,8,2,198,143.5,80.9,134,62.5,1,10,8,86,240,1,10,1,541,106.7,147.9,133,72.1,1
Simisear,Heatran,7,0,31,52,97,7,2,7,514,136.6,94.5,126,63.6,7,17,31,151,253,7,7,16,485,131.9,116.4,110,75.7,0
Aurorus,Axew,16,12,102,289,156,12,12,16,699,114.1,105.7,163,87.9,3,0,117,71,13,13,3,18,610,139.5,95.2,121,50.9,1
Ampharos,Poliwrath,4,0,137,38,276,4,2,10,181,127.4,106.8,129,77.8,18,6,16,224,137,6,18,12,62,116.5,119.7,138,79.8,0
Serperior,Ninetales (Alolan),10,0,136,105,4,10,10,8,497,110.2,143.6,128,84.2,12,5,102,289,58,12,12,5,38,115.1,133.6,126,84.5,0
Qwilfish (Hisuian),Exeggutor,2,14,99,13,230,14,18,9,211,129.5,111.3,120,82.3,10,15,11,227,200,10,10,15,103,136.7,93.7,128,56.2,1
Aron,Volcanion,17,16,92,218,26,17,16,13,304,114.3,131.1,127,83.5,7,18,77,245,182,7,14,7,721,135.6,117.4,103,70.2,1
Alakazam,Kangaskhan,15,0,104,92,230,15,7,9,65,157.0,103.1,88,58.5,13,0,95,251,52,11,13,2,115,115.9,112.8,148,77.3,1
Rotom (Heat),Whirlipede,4,7,134,182,273,4,7,4,479,129.2,143.2,93,67.5,1,14,99,245,238,14,14,1,544,96.6,158.0,113,60.0,0
Gourgeist (Super),Farfetch'd,9,10,40,230,227,9,9,10,711,115.8,128.8,130,82.0,13,8,36,143,4,1,10,8,83,116.8,109.2,131,83.5,1
Unown,Bergmite,15,0,65,255,0,15,13,0,201,126.9,89.1,125,38.1,12,0,130,137,52,13,12,2,712,110.9,113.4,135,55.8,1
Buzzwole,Seadra,1,6,16,258,148,6,6,1,794,129.3,112.7,119,71.0,18,0,21,127,24,3,18,12,117,132.6,114.5,111,53.8,1
Steelix,Arbok,17,11,133,201,32,4,15,3,208,98.4,185.2,124,91.4,14,0,1,55,246,14,2,14,24,123.7,120.1,121,69.6,0
Kubfu,Mismagius,6,0,16,47,34,6,6,6,891,136.6,95.6,125,66.9,9,0,40,230,55,9,9,2,429,133.8,120.8,104,68.2,0
Lunatone,Goodra,16,15,105,216,164,15,16,5,337,119.8,108.8,143,74.8,3,0,21,13,270,3,18,4,706,119.7,136.8,114,85.5,1
Salazzle,Dusclops,14,7,77,188,74,7,14,3,758,146.6,90.9,114,81.9,9,0,40,133,235,9,12,9,356,103.1,198.9,106,92.4,0
Dedenne,Piplup,4,5,134,183,187,4,4,5,702,124.2,108.7,133,90.3,18,0,7,78,137,18,8,12,393,106.7,98.3,131,56.6,0
Araquanid,Gengar,18,1,8,285,40,1,18,18,752,97.9,176.1,133,88.6,9,14,119,235,245,9,9,14,94,156.6,94.3,97,80.7,0
Sirfetch'd,Quilladin,6,0,36,143,47,1,10,6,865,145.9,107.4,98,83.1,10,0,136,26,86,10,13,10,651,115.4,130.0,129,74.1,1
Quaquaval,Piloswine,18,6,143,47,11,8,6,18,914,137.9,97.1,121,72.4,12,11,102,135,118,12,12,11,221,121.1,98.2,155,82.1,0
Trevenant,Exeggutor,9,10,119,227,230,9,10,9,709,127.8,104.6,131,81.0,10,15,11,227,200,10,10,15,103,136.7,93.7,128,56.2,0
Cherrim (Sunshine),Grimer (Alolan),10,0,11,287,248,10,7,10,421,122.9,115.2,129,66.4,14,2,97,52,245,14,2,14,88,123.6,86.0,171,76.2,1
Krabby,Gurdurr,18,0,7,211,285,18,18,18,98,148.1,110.4,92,58.2,6,0,97,34,253,14,6,16,533,124.8,99.8,143,67.2,0
Aurorus,Grafaiai,16,12,102,289,156,12,12,16,699,114.1,105.7,163,87.9,14,13,95,188,245,11,14,14,945,134.9,106.5,115,77.7,1
Fearow,Charizard,13,8,126,101,79,17,8,11,22,132.6,102.7,124,59.5,7,8,25,21,71,7,7,3,6,132.2,108.3,117,78.5,1
Salazzle,Raichu (Alolan),14,7,77,188,74,7,14,3,758,146.6,90.9,114,81.9,4,15,134,293,276,4,4,10,26,136.2,111.7,108,81.2,0
Marshtomp,Frigibax,18,11,93,166,260,11,11,18,259,120.3,108.9,142,82.1,3,12,74,19,71,12,12,3,996,125.2,84.9,149,72.2,1
Stufful,Grimer,13,6,130,258,251,13,6,13,759,125.2,90.8,157,65.4,14,0,97,244,166,14,14,11,88,121.5,88.0,171,78.8,1
Typhlosion (Hisuian),Floragato,7,9,25,92,293,7,7,4,157,139.6,105.1,109,77.3,10,0,83,111,187,10,10,5,907,124.9,111.0,129,58.1,1
Houndstone,Simipour,9,0,84,201,230,9,15,9,972,121.0,131.2,117,74.2,18,0,139,260,52,18,18,2,516,136.6,94.5,126,61.7,0
Crabrawler,Dartrix,6,0,7,48,194,18,18,6,739,135.7,99.1,122,59.6,10,8,83,31,227,10,8,10,723,112.3,116.8,152,74.1,1
Golett,Frillish,11,9,95,235,34,11,9,6,622,119.3,89.9,141,78.8,18,9,40,171,131,9,9,12,592,109.2,125.2,135,78.8,0
Audino,Deoxys (Defense),13,0,147,26,61,15,13,5,531,92.6,138.1,189,54.2,15,0,16,204,273,6,15,4,386,101.0,221.5,98,75.5,0
Samurott (Hisuian),Mismagius,18,2,36,55,137,1,2,12,503,133.2,95.6,132,80.5,9,0,40,230,55,9,9,2,429,133.8,120.8,104,68.2,0
Drizzile,Gengar,18,0,139,260,285,18,18,18,817,137.9,91.4,128,58.9,9,14,119,235,245,9,9,14,94,156.6,94.3,97,80.7,0
Grotle,Articuno (Galarian),10,0,108,26,86,10,13,10,388,118.3,116.1,138,67.8,15,8,104,101,31,15,8,8,144,134.1,108.3,115,75.9,1
Bombirdier,Kommo-o,8,2,129,101,218,2,8,16,962,128.0,115.3,118,80.9,3,6,23,45,71,3,3,3,784,123.7,138.4,105,83.0,1
Morpeko (Full Belly),Stunky,4,2,134,17,201,4,2,15,877,141.7,97.8,114,90.1,14,2,5,52,276,2,2,10,434,114.3,88.2,147,62.6,0
Obstagoon,Snorlax,2,13,16,172,49,6,2,6,862,112.6,126.7,138,75.8,13,0,84,26,258,9,13,6,143,108.4,101.7,187,76.3,0
Buzzwole,Armaldo,1,6,16,258,148,6,6,1,794,129.3,112.7,119,71.0,16,1,36,215,146,1,16,18,348,133.3,110.9,113,76.8,0
Dewgong,Drilbur,18,12,75,137,79,12,12,11,87,102.9,133.8,158,83.8,11,0,95,79,218,11,11,16,529,139.5,81.9,141,74.9,1
Dragonair,Geodude (Alolan),3,0,21,13,295,3,18,13,148,126.0,111.0,127,83.5,16,4,137,218,216,4,16,16,74,123.5,123.5,113,69.2,1
Poipole,Quilava,14,0,97,245,89,14,14,1,803,119.7,113.6,137,68.1,7,0,25,95,60,7,7,11,156,127.1,109.1,127,67.7,1
Arctibax,Dhelmise,3,12,21,19,71,3,12,3,997,123.1,97.7,151,82.5,9,10,119,192,295,9,10,13,781,139.8,109.3,105,75.2,0
Tirtouga,Luxray,18,16,139,260,9,18,18,16,564,113.9,132.0,130,67.2,4,0,124,293,201,4,4,15,405,138.0,99.0,118,71.8,0
Weezing,Magnezone,14,0,114,245,230,16,14,9,110,117.0,138.9,117,71.7,4,17,137,293,161,4,4,17,462,134.9,120.1,102,83.4,1
Raboot,Kingambit,7,0,31,95,97,7,7,7,814,130.0,102.1,130,67.0,2,17,92,104,139,17,2,17,983,126.8,112.8,123,80.3,1
Stunfisk,Jumpluff,11,4,134,166,62,4,11,4,618,101.8,127.9,169,91.3,10,8,28,4,86,5,8,10,189,97.0,153.5,155,87.5,0
Magnemite,Smoochum,4,17,137,153,62,4,17,4,81,148.7,113.4,89,75.9,12,15,102,205,133,12,15,12,238,141.2,89.1,120,70.2,1
Gholdengo,Arctibax,17,9,40,230,191,9,9,16,1000,135.7,106.2,114,75.0,3,12,21,19,71,3,12,3,997,123.1,97.7,151,82.5,0
Deerling,Talonflame,13,10,130,293,276,13,4,10,585,109.2,96.6,142,55.7,7,8,77,101,31,7,8,8,663,122.1,114.7,131,85.4,1
Dragonair,Aipom,3,0,21,13,295,3,18,13,148,126.0,111.0,127,83.5,13,0,4,262,4,9,13,8,190,126.1,105.2,134,73.6,1
Shellos,Chesnaught,18,0,95,166,26,11,11,13,422,99.2,100.8,166,68.4,10,6,136,105,258,10,10,6,652,119.9,124.6,125,82.4,0
Boltund,Samurott (Hisuian),4,0,124,52,267,4,2,4,836,136.3,97.5,123,58.4,18,2,36,55,137,1,2,12,503,133.2,95.6,132,80.5,1
Talonflame,Thwackey,7,8,77,101,31,7,8,8,663,122.1,114.7,131,85.4,10,0,108,111,86,10,10,10,811,124.7,108.5,133,66.5,0
Arctibax,Pelipper,3,12,21,19,71,3,12,3,997,123.1,97.7,151,82.5,18,8,143,292,123,8,18,8,279,123.3,128.7,114,79.3,0
Shiinotic,Thievul,10,5,4,164,227,9,5,10,756,116.8,132.3,124,73.2,2,0,129,172,187,2,2,5,828,121.7,123.1,123,84.6,0
Drifloon,Wormadam (Sandy),9,8,40,137,230,9,12,9,425,110.9,79.8,186,79.4,1,11,8,41,43,1,1,11,413,109.9,146.8,126,72.8,0
Thwackey,Sealeo,10,0,108,111,86,10,10,10,811,124.7,108.5,133,66.5,12,18,102,260,26,12,18,13,364,108.6,113.2,167,84.2,0
